dateCrawled,name,seller,offerType,price,abtest,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand,notRepairedDamage,dateCreated,nrOfPictures,postalCode,lastSeen
30/03/16 18:38,Alfa_Romeo_147_1.6_Twin_Spark,privat,Angebot,2990,test,limousine,2006,manuell,105,147,150000,6,benzin,alfa_romeo,nein,30/03/16 0:00,0,74912,07/04/16 9:44
26/03/16 8:49,MERCEDES_BENZ_C_200_T_CDI_AVANTGARDE,privat,Angebot,9600,test,kombi,2008,manuell,136,c_klasse,150000,8,diesel,mercedes_benz,nein,26/03/16 0:00,0,14513,26/03/16 9:41
10/03/16 11:57,Opel_Corsa_City,privat,Angebot,1099,test,kleinwagen,1995,manuell,45,corsa,30000,10,benzin,opel,nein,10/03/16 0:00,0,15732,22/03/16 0:46
22/03/16 11:45,Opel_Astra_1.6,privat,Angebot,1700,control,limousine,2000,manuell,75,astra,100000,5,benzin,opel,nein,22/03/16 0:00,0,82110,28/03/16 0:16
24/03/16 17:49,Unfallwagen/Totalschaden,privat,Angebot,0,control,,2000,manuell,0,,150000,0,,audi,ja,24/03/16 0:00,0,72514,29/03/16 3:45
01/04/16 14:59,Expert_Kasten_geschlossen,privat,Angebot,4760,test,andere,2008,manuell,98,andere,150000,3,diesel,peugeot,ja,01/04/16 0:00,0,1809,07/04/16 12:46
02/04/16 10:51,Ford_Galaxy_2.0_TDCI_Trend_EZ_04.12_Anhaengerkupplung,privat,Angebot,16500,test,bus,2012,manuell,140,galaxy,80000,4,diesel,ford,nein,02/04/16 0:00,0,59590,04/04/16 7:50
23/03/16 10:54,Audi_TT_Coupe_1.8_T,privat,Angebot,5300,control,coupe,1999,manuell,179,tt,125000,3,benzin,audi,nein,23/03/16 0:00,0,55450,07/04/16 11:16
09/03/16 12:55,Citroen_C3__T‹V_neu_Benzin__109_PS_1_6i_2003_Automatik,privat,Angebot,3555,control,kleinwagen,2003,automatik,109,c3,100000,2,benzin,citroen,nein,09/03/16 0:00,0,48683,05/04/16 23:45
08/03/16 19:55,guenstig_Fiat_uno_zum_verkaufen_Tuev_bis_11.2016,privat,Angebot,350,test,kleinwagen,1989,manuell,45,andere,150000,2,benzin,fiat,,08/03/16 0:00,0,33098,11/03/16 4:44
31/03/16 23:52,Mercedes_Benz_Viano_2.2_CDI_kompakt_Function_DPF_Vollleder_AHK,privat,Angebot,19900,control,bus,2009,manuell,150,viano,90000,5,diesel,mercedes_benz,nein,31/03/16 0:00,0,59348,07/04/16 3:17
07/03/16 21:46,Mercedes_Benz_S_420_CDI_DPF_7G_TRONIC,privat,Angebot,15200,control,limousine,2007,automatik,320,s_klasse,150000,7,diesel,mercedes_benz,nein,07/03/16 0:00,0,29664,06/04/16 1:45
07/03/16 20:30,Mazda_121_mit_75_PS_T‹V_1/2018_115100_km,privat,Angebot,700,test,kleinwagen,1994,manuell,75,1_reihe,125000,3,benzin,mazda,,07/03/16 0:00,0,56072,11/03/16 0:45
06/03/16 19:46,BMW_318_mit_T‹V,privat,Angebot,550,control,limousine,1995,manuell,130,3er,150000,5,benzin,bmw,nein,06/03/16 0:00,0,73431,08/03/16 23:17
31/03/16 11:25,Volkswagen_Eos_2.0_TDI_DPF,privat,Angebot,8700,test,cabrio,2006,manuell,140,eos,150000,10,diesel,volkswagen,nein,31/03/16 0:00,0,63263,05/04/16 19:46
15/03/16 16:46,Fiat_Panda_0_9_TwinAir_Turbo__86_PS___Topausstattung_Klimaautom.,privat,Angebot,6990,control,kleinwagen,2012,manuell,86,panda,50000,2,benzin,fiat,nein,15/03/16 0:00,0,72793,06/04/16 11:45
15/03/16 9:54,Citroen_C4,privat,Angebot,5500,control,limousine,2006,manuell,90,c4,80000,5,benzin,citroen,,15/03/16 0:00,0,52066,18/03/16 3:16
19/03/16 16:57,Hyundai_Getz_1.1,privat,Angebot,1650,test,kleinwagen,2006,manuell,63,getz,150000,3,benzin,hyundai,nein,19/03/16 0:00,0,58642,19/03/16 17:41
26/03/16 13:38,Audi_A3_2.0_TDI__Pano,privat,Angebot,7900,control,limousine,2009,manuell,170,a3,150000,6,diesel,audi,nein,26/03/16 0:00,0,32839,29/03/16 15:45
04/04/16 21:41,PEUGEOT_206_CC_CABRIO_T‹V08/2016_KLIMA_1.HAND_ZV_EFHB,privat,Angebot,4290,test,cabrio,2006,manuell,109,2_reihe,90000,4,benzin,peugeot,,04/04/16 0:00,0,22549,07/04/16 0:15
14/03/16 1:47,Volkswagen_Golf_1.2_TSI_BlueM_Technology_Cup_Standhzg,privat,Angebot,14650,control,limousine,2014,manuell,86,golf,20000,12,benzin,volkswagen,nein,13/03/16 0:00,0,38444,05/04/16 1:15
24/03/16 18:50,BMW_318i_touring,privat,Angebot,3299,test,kombi,2002,manuell,143,3er,150000,9,benzin,bmw,nein,24/03/16 0:00,0,8060,07/04/16 13:15
29/03/16 17:44,Ford_Fiesta,privat,Angebot,6500,control,kleinwagen,2012,manuell,81,fiesta,40000,6,benzin,ford,nein,29/03/16 0:00,0,12679,31/03/16 10:45
21/03/16 21:51,Peugeot_206_110,privat,Angebot,600,control,kleinwagen,2002,manuell,148,2_reihe,150000,11,benzin,peugeot,ja,21/03/16 0:00,0,39387,05/04/16 0:15
20/03/16 20:47,Volkswagen_Golf_1.6_Goal,privat,Angebot,5800,test,limousine,2006,manuell,102,golf,125000,9,benzin,volkswagen,nein,20/03/16 0:00,0,72074,07/04/16 5:44
03/04/16 18:06,Opel_Astra_G_Caravan__Edition_100__Silber_Metallic.,privat,Angebot,1600,test,kombi,1999,manuell,75,astra,150000,3,benzin,opel,nein,03/04/16 0:00,0,65474,07/04/16 2:17
27/03/16 14:40,C_180_T_BlueEFFICIENCY_7G_TRONIC_Avantgarde,privat,Angebot,8000,control,kombi,2011,automatik,156,c_klasse,30000,8,benzin,mercedes_benz,nein,27/03/16 0:00,0,10115,27/03/16 14:40
16/03/16 12:48,Bastlerfahrzeug_Peugeot_206,privat,Angebot,700,test,kleinwagen,2000,manuell,0,2_reihe,150000,5,benzin,peugeot,,16/03/16 0:00,0,12529,06/04/16 7:46
23/03/16 15:42,Audi_A7_3.0_TDI_multitronic_V6,privat,Angebot,27500,test,coupe,2010,automatik,204,andere,100000,11,diesel,audi,nein,23/03/16 0:00,0,49406,23/03/16 15:42
08/03/16 19:48,Audi_A4_Avant_2.0_TDI_DPF,privat,Angebot,6500,test,kombi,2007,manuell,170,a4,150000,12,diesel,audi,ja,08/03/16 0:00,0,72186,05/04/16 15:17
29/03/16 13:53,Schoener_Peugeot_306_3_Hand,privat,Angebot,899,control,,2018,automatik,101,3_reihe,150000,6,,peugeot,nein,29/03/16 0:00,0,34359,05/04/16 23:47
02/04/16 7:56,CitroÎn_Xsara_Picasso_1.6_HDi_Exclusive,privat,Angebot,2790,test,bus,2004,manuell,109,andere,150000,5,diesel,citroen,nein,02/04/16 0:00,0,26133,02/04/16 8:48
08/03/16 16:56,VW_Fox_2.Hand_1.2__112820_Km_Original__Scheckheft_VW__T‹V_08/2016,privat,Angebot,2390,test,kleinwagen,2007,manuell,54,andere,125000,8,benzin,volkswagen,nein,08/03/16 0:00,0,45326,10/03/16 12:16
14/03/16 20:55,320i_mit_Lackschaeden,privat,Angebot,9900,control,limousine,2008,automatik,170,3er,125000,11,benzin,bmw,ja,14/03/16 0:00,0,46047,22/03/16 18:16
22/03/16 18:41,VW_Passat_Kombi_TDI_Mod._2010__Klima_Navi,privat,Angebot,6500,control,kombi,2009,manuell,140,passat,150000,11,diesel,volkswagen,,22/03/16 0:00,0,58093,06/04/16 10:16
02/04/16 11:59,Ford_Mondeo_1.8_Turnier_Ambiente,privat,Angebot,1450,test,kombi,2001,manuell,125,mondeo,150000,10,benzin,ford,nein,02/04/16 0:00,0,68647,06/04/16 10:17
09/03/16 23:52,Sharan_1.9tdi_2_hand_tempomat_pdc_dvd,privat,Angebot,3600,test,bus,2003,manuell,131,sharan,150000,12,diesel,volkswagen,nein,09/03/16 0:00,0,50354,11/03/16 17:15
08/03/16 12:53,Smart_Smart_Brabus_Cabrio_Servo_Klima,privat,Angebot,2295,test,cabrio,2000,automatik,54,fortwo,100000,5,benzin,smart,nein,08/03/16 0:00,0,12043,17/03/16 23:47
16/03/16 15:47,Bmw_530d_kombi,privat,Angebot,1699,test,kombi,1998,manuell,0,5er,150000,7,diesel,bmw,,16/03/16 0:00,0,51145,06/04/16 17:46
31/03/16 7:57,Mercedes_A_150,privat,Angebot,4400,test,,2017,manuell,95,a_klasse,125000,0,benzin,mercedes_benz,nein,31/03/16 0:00,0,42489,06/04/16 2:17
23/03/16 13:45,Volkswagen_Golf_2,privat,Angebot,950,test,limousine,1991,manuell,90,golf,150000,6,benzin,volkswagen,nein,23/03/16 0:00,0,94121,26/03/16 6:16
06/03/16 19:48,Volkswagen_Polo_45,privat,Angebot,500,control,kleinwagen,1996,manuell,45,polo,150000,1,benzin,volkswagen,nein,06/03/16 0:00,0,19303,12/03/16 14:17
04/04/16 14:58,Volkswagen_Passat_Variant_1.6,privat,Angebot,800,test,kombi,1998,manuell,101,passat,150000,3,benzin,volkswagen,nein,04/04/16 0:00,0,8309,06/04/16 17:15
29/03/16 21:51,Nissan_Terrano_II_2.4,privat,Angebot,1250,test,suv,1998,manuell,116,andere,125000,7,benzin,nissan,nein,29/03/16 0:00,0,63607,06/04/16 8:45
14/03/16 7:00,Mercedes_Benz_E_220_T_CDI_T‹V_neu,privat,Angebot,2700,control,,2018,automatik,0,e_klasse,150000,8,diesel,mercedes_benz,,14/03/16 0:00,0,9113,26/03/16 1:15
22/03/16 12:57,Toyota_Avensis_1.8_VVT_i_Combi_Hagelschaden,privat,Angebot,3250,control,kombi,2006,manuell,129,avensis,125000,4,benzin,toyota,nein,22/03/16 0:00,0,82494,22/03/16 12:57
26/03/16 16:39,Viano___Vito___chekheft___diesel___gepflegt,privat,Angebot,13500,control,bus,2007,automatik,204,viano,150000,6,diesel,mercedes_benz,nein,26/03/16 0:00,0,3253,29/03/16 18:47
15/03/16 9:55,BMW_323i,privat,Angebot,4999,control,limousine,1999,manuell,170,3er,150000,10,benzin,bmw,nein,15/03/16 0:00,0,80995,05/04/16 18:44
14/03/16 22:57,Volkswagen_Tiguan_Sport_&_Style_/_8_fach_bereift_/_Panorama,privat,Angebot,18300,control,suv,2013,manuell,122,tiguan,40000,1,benzin,volkswagen,nein,14/03/16 0:00,0,92685,07/04/16 5:46
14/03/16 18:40,Schrott_Volvo_abzugeben,privat,Angebot,0,test,,2000,,0,,150000,0,,volvo,,14/03/16 0:00,0,25524,14/03/16 18:40
01/04/16 9:37,VW_Golf_4_1_4l_2001_vollfahrbereit_mit_T‹V,privat,Angebot,1000,test,kleinwagen,2001,manuell,75,golf,150000,1,benzin,volkswagen,nein,01/04/16 0:00,0,31061,07/04/16 6:46
25/03/16 22:53,Tausch_Toyota_Verso_7_sitze_gegen_530d__oder_535d,privat,Angebot,0,control,,2005,manuell,136,,100000,10,,toyota,,25/03/16 0:00,0,86163,26/03/16 7:44
10/03/16 15:55,Mercedes_Benz_SL_280,privat,Angebot,36500,test,cabrio,1981,manuell,185,sl,150000,6,benzin,mercedes_benz,nein,10/03/16 0:00,0,63897,05/04/16 14:45
22/03/16 11:52,Opel_Corsa_C_1_2_in_Top_Zustand,privat,Angebot,2700,control,kleinwagen,2003,manuell,75,corsa,125000,2,benzin,opel,nein,22/03/16 0:00,0,34369,06/04/16 0:46
02/04/16 21:43,Skoda_Roomster_1.2_12V_HTP_Style,privat,Angebot,4990,test,bus,2007,manuell,69,roomster,60000,10,benzin,skoda,nein,02/04/16 0:00,0,52080,02/04/16 21:43
27/03/16 15:57,Fuer_Bastler_oder_zum_Ausrotten,privat,Angebot,150,control,,2016,manuell,50,polo,150000,0,,volkswagen,ja,27/03/16 0:00,0,26603,05/04/16 11:47
21/03/16 13:43,BMW_325_Ci_m__packet_lpg_prins,privat,Angebot,6800,test,cabrio,2001,manuell,192,3er,150000,3,lpg,bmw,nein,21/03/16 0:00,0,53111,21/03/16 13:43
19/03/16 19:46,Audi_S5_Exclusive___TipTronic_4.2L_V8_Quattro_Coupe_+,privat,Angebot,30900,control,coupe,2011,automatik,354,a5,60000,11,benzin,audi,nein,19/03/16 0:00,0,30159,07/04/16 7:17
19/03/16 21:55,Renault_Clio_1.2_16V_75_Dynamique,privat,Angebot,2999,control,kleinwagen,2009,manuell,75,clio,80000,8,benzin,renault,nein,19/03/16 0:00,0,51143,22/03/16 5:45
31/03/16 22:58,Fast_Jang_Timer_sucht_‹bernehmer_!!,privat,Angebot,1500,test,limousine,1991,manuell,97,andere,150000,6,benzin,mercedes_benz,nein,31/03/16 0:00,0,41836,01/04/16 2:41
07/03/16 7:55,BMW_330_D__M_packet_2_T‹V_noch_15_Monate,privat,Angebot,4600,test,,2017,automatik,184,3er,150000,5,,bmw,,07/03/16 0:00,0,57334,11/03/16 0:17
07/03/16 18:39,Mercedes_Benz_SL_380,privat,Angebot,6500,control,cabrio,1981,automatik,204,sl,150000,3,benzin,mercedes_benz,ja,07/03/16 0:00,0,13125,09/03/16 7:46
22/03/16 12:52,Audi_Q5_3.0_TDI_quattro_S_tronic,privat,Angebot,28900,control,limousine,2010,automatik,239,q5,125000,10,diesel,audi,nein,22/03/16 0:00,0,89180,06/04/16 1:44
24/03/16 19:54,Peugeot_206_135_Sport_S16,privat,Angebot,1900,control,kleinwagen,2004,manuell,136,2_reihe,150000,6,benzin,peugeot,nein,24/03/16 0:00,0,24536,05/04/16 12:18
27/03/16 10:52,Volkswagen_Kaefer___Speedster___Dannert_Umbau,privat,Angebot,4900,control,cabrio,1973,manuell,44,kaefer,90000,4,benzin,volkswagen,nein,27/03/16 0:00,0,16567,07/04/16 6:44
04/04/16 11:06,Audi_A3_2.0_TDI_Sportback_DPF_Ambition,privat,Angebot,10490,control,kombi,2010,manuell,140,a3,150000,12,diesel,audi,nein,04/04/16 0:00,0,65343,05/04/16 12:13
08/03/16 16:53,Audi_A4_allroad_quattro_3.0_TDI_DPF_S_tronic,privat,Angebot,28499,test,kombi,2011,automatik,239,a4,90000,9,diesel,audi,nein,08/03/16 0:00,0,4416,11/03/16 11:46
12/03/16 10:56,Suzuki_Ignis_Compact_Special1_3,privat,Angebot,2100,control,kleinwagen,2004,manuell,83,andere,150000,2,benzin,suzuki,,12/03/16 0:00,0,50169,06/04/16 3:46
06/03/16 21:36,VW_Passat_3BG_mit_LPG_Anlage,privat,Angebot,3999,control,limousine,2003,manuell,102,passat,150000,4,lpg,volkswagen,nein,06/03/16 0:00,0,27711,07/04/16 2:44
15/03/16 17:43,Top_zustand,privat,Angebot,2600,control,,2005,,0,,125000,0,,chevrolet,,15/03/16 0:00,0,94315,06/04/16 14:45
30/03/16 19:58,Peugeot_206,privat,Angebot,1350,test,kleinwagen,2001,manuell,60,2_reihe,150000,11,benzin,peugeot,nein,30/03/16 0:00,0,30419,07/04/16 11:45
05/03/16 15:52,Mazda_626_1.9i_LX,privat,Angebot,600,control,limousine,1994,manuell,105,6_reihe,150000,4,benzin,mazda,nein,05/03/16 0:00,0,30627,03/04/16 17:45
18/03/16 22:48,"Sehr_Gepflegter_Golf_IV_PACIFIC_1._Hand_101_PS_""Gruene_Plakette""",privat,Angebot,4550,test,,2016,manuell,101,golf,150000,8,diesel,volkswagen,nein,18/03/16 0:00,0,52062,25/03/16 3:47
07/03/16 23:37,Opel_Corsa_1.3_CDTI,privat,Angebot,800,test,kleinwagen,2005,manuell,70,corsa,150000,12,diesel,opel,ja,07/03/16 0:00,0,34414,27/03/16 10:46
05/03/16 14:29,Opel_Insignia_Sportstourer,privat,Angebot,11500,test,kombi,2015,automatik,160,insignia,150000,5,diesel,opel,nein,05/03/16 0:00,0,57632,05/03/16 16:42
09/03/16 9:36,Mercedes_Benz_Vito_112_CDI_8_Sitze_Standheizung_Tempomat,privat,Angebot,5000,test,bus,2000,manuell,122,vito,150000,9,diesel,mercedes_benz,nein,09/03/16 0:00,0,9599,07/04/16 9:16
20/03/16 13:56,Opel_Corsa_1.3_CDTI_Style,privat,Angebot,2400,test,kleinwagen,2004,manuell,69,corsa,150000,10,diesel,opel,nein,20/03/16 0:00,0,96271,28/03/16 12:47
14/03/16 12:52,Hyundai_Santa_Fe,privat,Angebot,4800,test,suv,2004,manuell,145,santa,150000,11,benzin,hyundai,nein,14/03/16 0:00,0,26188,05/04/16 12:47
01/04/16 23:52,Volkswagen_Fox_1.2_Tuev_NEU_8_fach_bereit_Klima_elekt_FH,privat,Angebot,3250,control,kleinwagen,2011,manuell,60,fox,100000,6,benzin,volkswagen,nein,01/04/16 0:00,0,4758,06/04/16 3:17
16/03/16 7:53,VW_GOLF_2_zum_Wiederaufbau_oder_Schlachten,privat,Angebot,200,control,,1995,manuell,55,golf,150000,0,benzin,volkswagen,,16/03/16 0:00,0,6842,06/04/16 2:44
26/03/16 8:53,Audi_A3_2.0_TDI_Sportback_DPF_quattro_S_line_Spor...,privat,Angebot,11800,test,kombi,2006,manuell,170,a3,150000,7,diesel,audi,nein,26/03/16 0:00,0,82541,05/04/16 21:17
31/03/16 14:52,Touran_2.0_TDI_Highline,privat,Angebot,2800,control,kombi,2005,,0,touran,150000,11,diesel,volkswagen,nein,31/03/16 0:00,0,39167,31/03/16 14:52
07/03/16 11:38,Mercedes_Benz_E_220_T_CDI,privat,Angebot,3500,test,kombi,2000,automatik,143,e_klasse,150000,2,diesel,mercedes_benz,nein,07/03/16 0:00,0,38518,07/04/16 6:17
21/03/16 10:52,Trabant_zu_verkaufen,privat,Angebot,50,test,,1985,,0,,150000,11,,trabant,,21/03/16 0:00,0,69120,22/03/16 14:50
21/03/16 0:50,Mercedes_Benz_C_200_CDI_DPF_BlueEFFICIENCY_Elegance,privat,Angebot,9499,test,limousine,2008,manuell,136,c_klasse,150000,10,diesel,mercedes_benz,nein,20/03/16 0:00,0,71540,05/04/16 21:16
22/03/16 18:48,Volkswagen_Passat_Variant_1.8_5V,privat,Angebot,3500,control,kombi,1998,manuell,125,passat,150000,3,benzin,volkswagen,nein,22/03/16 0:00,0,78658,06/04/16 11:16
01/04/16 8:37,Volkswagen_Lupo,privat,Angebot,1999,test,kleinwagen,2002,manuell,60,lupo,100000,4,benzin,volkswagen,nein,01/04/16 0:00,0,32549,07/04/16 6:17
05/04/16 11:57,BMW_520i_touring_T‹V_Neu,privat,Angebot,1500,test,kombi,1998,manuell,150,5er,150000,4,benzin,bmw,nein,05/04/16 0:00,0,38239,05/04/16 12:44
28/03/16 19:54,Mercedes_Benz_C180,privat,Angebot,400,control,limousine,1995,automatik,85,c_klasse,125000,9,benzin,mercedes_benz,ja,28/03/16 0:00,0,32547,28/03/16 19:54
11/03/16 18:44,Volkswagen_Touran_1.6_TDI_DPF_Comfortline,privat,Angebot,12950,test,bus,2011,manuell,105,touran,100000,5,diesel,volkswagen,nein,11/03/16 0:00,0,66386,01/04/16 22:44
19/03/16 14:36,Getz_Schnaeppchen_2150Ä_T‹V_08/2017,privat,Angebot,2150,test,kleinwagen,2008,manuell,64,getz,100000,0,benzin,hyundai,nein,19/03/16 0:00,0,71254,21/03/16 8:59
08/03/16 7:56,Audi_TT_1_8T_Klima_Leder_Bose_kompl._repariert_bitte_lesen_!!!,privat,Angebot,4999,test,coupe,1999,manuell,180,tt,150000,1,benzin,audi,nein,08/03/16 0:00,0,12307,06/04/16 8:46
16/03/16 7:55,Mercedes_benz_c_200_vollausstattung_2_Hand,privat,Angebot,5200,control,kombi,2001,automatik,163,c_klasse,125000,3,benzin,mercedes_benz,nein,16/03/16 0:00,0,14772,17/03/16 7:47
23/03/16 0:55,Mini_cooper_s,privat,Angebot,8200,test,kleinwagen,2006,manuell,0,cooper,90000,4,benzin,mini,nein,22/03/16 0:00,0,81667,07/04/16 5:45
21/03/16 12:48,Saab_9_5_Troll_Hirsch_2.3t_Aero,privat,Angebot,0,control,limousine,1998,automatik,230,,150000,10,benzin,saab,,21/03/16 0:00,0,71691,22/03/16 17:15
15/03/16 1:01,Seat__leon_cupra_r_auch_tausch,privat,Angebot,9099,test,limousine,2004,manuell,280,leon,125000,8,benzin,seat,nein,15/03/16 0:00,0,89269,05/04/16 15:15
21/03/16 11:56,Mini_Cooper_Chili_Panorama_Teilleder_Flame_Spoke_Modell_2007,privat,Angebot,8200,control,kleinwagen,2006,manuell,122,cooper,90000,12,benzin,mini,nein,21/03/16 0:00,0,41466,23/03/16 23:46
30/03/16 0:57,BMW_328i,privat,Angebot,2000,test,coupe,1995,manuell,193,3er,150000,5,benzin,bmw,ja,29/03/16 0:00,0,44135,06/04/16 21:47
08/03/16 14:56,Volkswagen_Golf_III,privat,Angebot,750,test,kleinwagen,1997,manuell,75,golf,150000,1,benzin,volkswagen,nein,08/03/16 0:00,0,16909,06/04/16 6:46
16/03/16 19:25,Auto_shon_T‹V_mit_04_2017,privat,Angebot,2099,control,,2017,,184,andere,150000,0,,bmw,,16/03/16 0:00,0,63069,05/04/16 22:17
14/03/16 21:37,Opel_Corsa_SWING___JOY_Benziner_mit_Erdgas_Anlage,privat,Angebot,150,test,,2016,manuell,0,corsa,150000,5,,opel,ja,14/03/16 0:00,0,39118,19/03/16 11:15
07/03/16 17:53,Volkswagen_Lupo,privat,Angebot,1190,test,kleinwagen,2001,manuell,60,lupo,125000,11,benzin,volkswagen,nein,07/03/16 0:00,0,23683,07/03/16 17:53
31/03/16 23:41,Opel_Zafira_1.6_Comfort,privat,Angebot,1200,control,bus,2000,manuell,101,zafira,150000,3,benzin,opel,nein,31/03/16 0:00,0,98553,31/03/16 23:41
10/03/16 20:47,Mazda_626_2.0_Touring_Edition,privat,Angebot,3000,test,limousine,2002,manuell,116,6_reihe,90000,6,benzin,mazda,nein,10/03/16 0:00,0,22955,06/04/16 8:15
28/03/16 21:47,Fiat_Punto_mit_neuen_T‹V_bis_Maerz_2018,privat,Angebot,1150,control,kleinwagen,2001,manuell,60,punto,150000,7,benzin,fiat,nein,28/03/16 0:00,0,49610,28/03/16 21:47
05/03/16 22:37,BMW_530d_Aut.,privat,Angebot,13980,control,limousine,2006,automatik,231,5er,150000,6,diesel,bmw,nein,05/03/16 0:00,0,47807,06/03/16 3:42
30/03/16 2:37,Ford_C_Max_2.0Tdci_Ghia_Vollausstattung,privat,Angebot,6499,test,bus,2006,manuell,136,c_max,150000,1,diesel,ford,nein,29/03/16 0:00,0,59229,06/04/16 22:45
23/03/16 3:02,Peugeot_407___2.0_HDI,privat,Angebot,3499,test,limousine,2004,automatik,140,4_reihe,30000,10,,peugeot,ja,23/03/16 0:00,0,50739,07/04/16 7:44
21/03/16 10:50,E_280_T_CDI_Avantgarde_DPF___AHK__Klima__Airmatic__Volleder__Alu,privat,Angebot,8850,test,kombi,2005,automatik,190,e_klasse,150000,8,diesel,mercedes_benz,nein,21/03/16 0:00,0,64347,02/04/16 6:18
20/03/16 16:44,VW_Sharan_Family_1.9_TDI,privat,Angebot,4000,test,bus,2001,manuell,115,sharan,150000,0,diesel,volkswagen,nein,20/03/16 0:00,0,26603,27/03/16 4:44
27/03/16 11:37,Bmw_e39_523i_5er_tausch_e38_7er_tauschen,privat,Angebot,0,test,limousine,1996,manuell,170,5er,150000,0,benzin,bmw,nein,27/03/16 0:00,0,48529,27/03/16 11:37
01/04/16 18:53,A4_S_LINE__XENON_NAVI,privat,Angebot,3200,control,kleinwagen,2005,,0,a4,150000,0,diesel,audi,,01/04/16 0:00,0,60314,01/04/16 18:53
14/03/16 17:50,Ford_Tourneo_Connect_TDCi__DPF_gruene_Plakette_KLIMA___AHK,privat,Angebot,1990,test,bus,2003,manuell,90,andere,150000,10,diesel,ford,nein,01/03/16 0:00,0,82467,21/03/16 10:45
17/03/16 12:47,Polo_6n_Teilespender,privat,Angebot,150,test,kleinwagen,1996,manuell,0,polo,150000,0,,volkswagen,,17/03/16 0:00,0,27305,22/03/16 20:52
23/03/16 0:57,VW_Golf_VI_Trendline_2.0_TDI,privat,Angebot,7199,test,limousine,2009,manuell,140,golf,150000,2,diesel,volkswagen,nein,23/03/16 0:00,0,30655,07/04/16 7:15
29/03/16 18:48,Audi_A5_3.0_TDI_Sportback,privat,Angebot,16299,control,limousine,2010,automatik,239,a5,150000,6,diesel,audi,,29/03/16 0:00,0,82278,06/04/16 4:45
21/03/16 15:59,BMW_316ti_Compact,privat,Angebot,1999,control,coupe,2001,manuell,116,3er,150000,8,benzin,bmw,nein,21/03/16 0:00,0,44359,24/03/16 5:15
22/03/16 14:47,BMW_E36_316i_Compact_1_9,privat,Angebot,1500,control,,2018,manuell,0,3er,150000,0,benzin,bmw,,22/03/16 0:00,0,66629,02/04/16 6:15
10/03/16 18:45,Peugeot_206cc_Quiksilver_BJ_2005_95.000_km,privat,Angebot,3800,test,cabrio,2005,manuell,109,,100000,12,benzin,peugeot,,10/03/16 0:00,0,46049,05/04/16 23:44
26/03/16 10:36,Kia_Sportage_2.0_CRDi_2WD_EX,privat,Angebot,9990,test,suv,2010,manuell,150,sportage,100000,10,diesel,kia,nein,26/03/16 0:00,0,27729,05/04/16 23:15
12/03/16 11:55,Audi_A4_Avant_2.7_TDI_DPF_S_line_Sportpaket__plus_,privat,Angebot,13800,test,kombi,2008,manuell,190,a4,150000,10,diesel,audi,nein,12/03/16 0:00,0,54317,06/04/16 5:45
20/03/16 2:36,BMW_3er_Auto_grau_Matt,privat,Angebot,0,control,limousine,1997,manuell,0,3er,150000,0,benzin,bmw,,20/03/16 0:00,0,10319,06/04/16 4:44
29/03/16 20:55,Renault_Twingo_1.2_16V_Aut.,privat,Angebot,2150,test,kleinwagen,2003,automatik,75,twingo,150000,6,benzin,renault,nein,29/03/16 0:00,0,24601,06/04/16 7:17
02/04/16 19:36,Volkswagen_Caddy_TDI_9K9AN6,privat,Angebot,2500,control,bus,1998,manuell,90,caddy,150000,10,diesel,volkswagen,nein,02/04/16 0:00,0,53498,06/04/16 19:44
09/03/16 12:49,BMW_320d_DPF_Touring_/_Vollausstattung_/_TOP,privat,Angebot,15750,control,kombi,2011,manuell,184,3er,125000,4,diesel,bmw,nein,09/03/16 0:00,0,92260,05/04/16 23:45
28/03/16 19:57,Golf_3_Variant_101Ps_tiefer_mit_Anhaengerkupplung,privat,Angebot,990,control,kombi,1997,manuell,101,golf,150000,7,benzin,volkswagen,,28/03/16 0:00,0,84364,07/04/16 2:47
17/03/16 19:51,Golf_4_1_4_Maschine,privat,Angebot,700,control,kleinwagen,2001,manuell,75,golf,150000,1,benzin,volkswagen,,17/03/16 0:00,0,22047,17/03/16 19:51
01/04/16 13:42,Mercedes_Benz_C_180_T,privat,Angebot,750,test,kombi,1997,manuell,122,c_klasse,150000,7,benzin,mercedes_benz,nein,01/04/16 0:00,0,17039,03/04/16 9:18
08/03/16 7:54,Fiat_500_Panoramadach_101_PS,privat,Angebot,8500,test,,2017,manuell,0,500,60000,9,benzin,fiat,,08/03/16 0:00,0,85452,08/03/16 22:17
05/04/16 0:58,VW_Golf_VI_1.2_TSI,privat,Angebot,12000,control,,2016,manuell,105,golf,70000,6,,volkswagen,nein,04/04/16 0:00,0,64823,07/04/16 11:15
14/03/16 8:51,Audi_A8/S8_3.7_quattro_Automatikgetriebe_/_Zahnriemen,privat,Angebot,11800,test,limousine,2001,automatik,260,a8,150000,9,benzin,audi,nein,14/03/16 0:00,0,25926,07/04/16 8:16
05/03/16 15:41,Volkswagen_Multivan_T4_2_4_L_Diesel_Camper_Drehsitz_Bett,privat,Angebot,2700,control,bus,1992,manuell,60,transporter,150000,7,diesel,volkswagen,nein,05/03/16 0:00,0,22301,10/03/16 12:45
